Descripcion,1,2,3,4,5,6,7,8,9,12,13,14,15,17,18,19
http://10.55.210.38/sircanac_v4/administracion/grabaDatosCliente.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/administracion/modificaDatosCliente.php,Es una pagina con contenido,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/administracion/pideDatosCliente.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/datosConvenio.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/datosCredito.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/detallepagos.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/historicoMovtoe19.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/pagosoriginalesCFE.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/ConsultaClientes.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/creditosCliente.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/index.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/pagosAnticipados.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/SolicitudesPagoAnticipado.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/calculopagoanticipadoespecial.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/edocuentacredito.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/generapagosoriginalesCFE.php,"regresa un archivo tipo:inline; filename=""PagosCFE_.csv""","regresa un archivo tipo:inline; filename=""PagosCFE_.csv"""
http://10.55.210.38/sircanac_v4/CLMcreditos/datosCredito_pdf.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/datosCredito_pdf_firma.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/PdfOficiopagoAnticipadoEspe.php,regresa a index.php,
http://10.55.210.38/sircanac_v4/CLMcreditos/BuscaClientePorRN.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/ClienteCreditos.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/SeleccionarAmortizacionesMoratorias.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/validaSeleccion.php,Es una pagina que solo muestra un alert,Es una pagina que solo muestra un alert
http://10.55.210.38/sircanac_v4/CLMcreditos/generaPDFMoritarios.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/grabaSolFIDEespe.php,regresa a index.php,Es una pagina que solo muestra un alert
http://10.55.210.38/sircanac_v4/CLMcreditos/solicitudPdteLiqAnticipada.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/filtroRefereFide.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/reportesolicitudespa.php,regresa a index.php,"regresa un archivo tipo:inline; filename=""ReporteSolicitud_PagoAnticipado_06-09-2018.csv"""
http://10.55.210.38/sircanac_v4/CLMcreditos/CapturaMovimientosRPU.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/movtoCapturaReferenciaLA.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/movtoCambioDomws.php,regresa a index.php,Se encontro problema grave de seguridad sql 
http://10.55.210.38/sircanac_v4/CLMcreditos/grabaDomicilio.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/PDFcartaCambioDom.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/validaRPUCFE.php,,
http://10.55.210.38/sircanac_v4/CLMcreditos/movtoCorreccionCargosws.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/movtoCambioDomwsdf.php,regresa a index.php,Se encontro problema grave de seguridad sql 
http://10.55.210.38/sircanac_v4/CLMcreditos/PassCambioDom.php,Es una pagina con contenido,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/movtoCambioDomwsdd.php,regresa a index.php,Se encontro problema grave de seguridad sql 
http://10.55.210.38/sircanac_v4/CLMcreditos/SolicitudesPagoAnticipado_Finalizar.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/RecepcionMovimientosCFE.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/RecibioCambioDom.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/RecibioReferenciaPA.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/RecibioCorreccionCargos.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/RecibioCambioDomdf.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/RecibioCambioDomdd.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/liquidacionventanilla.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/listatraspasosorigen.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/SeleccionaReactivacion.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/reactivacioncargos.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/reactivaciondeudor.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/vertraspasodestino.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/checatraspaso.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/detalletraspaso.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/ValidaMovimientosRPU.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/ValidaCambioDom.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/ValidaReferenciaPA.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/ValidaCambioDomdf.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/pideDatosClienteAut.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/administracion/pideDatosCliente2.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/administracion/modificaDatosClientes.php,Es una pagina con contenido,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/creditosDudosos.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/CancelaMovimientosRPU.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/solicitudesautomaticas.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/RecibioCambioDomdd.php,regresa a index.php,Es una pagina con contenido
http://10.55.210.38/sircanac_v4/CLMcreditos/Excepciones.php,regresa a index.php,regresa a index.php
http://10.55.210.38/sircanac_v4/CLMcreditos/Excepcionesliq.php,regresa a index.php,regresa a index.php
